0.792 -- i gotta lose weight .  -- blah -- http://mymyoulookawful.livejournal.com/35707.html
0.730 -- she s been losing weight , and whenever i go to pet her i can feel her bones .  -- depressed -- http://mylove-eternal.livejournal.com/15962.html
0.730 -- you ve lost a lot of weight !  -- chipper -- http://amiable-mammal.livejournal.com/61914.html
0.729 -- this ll be my oppertunity to gain some more weight , as weight has even disapeared from my neck of all places o .  -- cold -- http://ametenchi.livejournal.com/107467.html
0.729 -- but soon i can focus on loosing weight .  -- disappointed -- http://amicrazyrsmthin.livejournal.com/2178.html
0.729 -- i changed my schedule , no now instead of orchestra i have weight training !  -- cranky -- http://mariphin.livejournal.com/47930.html
0.729 -- i m gonna gain all the weight back that i lost , and then some .  -- gloomy -- http://amethystgoddess.livejournal.com/164955.html
0.729 -- if i concentrate hard enough i can feel the weight of my clothes trying to crush my back .  -- apathetic -- http://myndgamez.livejournal.com/47715.html
0.728 -- i must lose weight , i fucking hate it !  -- indifferent -- http://americanmodel.livejournal.com/34375.html
0.728 -- tomorrow i m starting the week off with a diet and excercise so i can loose the weight thats so not needed on my body .  -- disappointed -- http://marley25.livejournal.com/1242.html
0.728 -- instinctually i thought have to lose weight .  -- busy -- http://mariposa19.livejournal.com/10789.html
0.727 -- so anyway ... yesterday i started my new diet .  -- blank -- http://myonline-diary.livejournal.com/4075.html
0.726 -- when i didnt lose wieght , i seen my doctor .  -- contemplative -- http://nester-inc.livejournal.com/370.html
0.726 -- i think its diet time .  -- thirsty -- http://mynameislacey.livejournal.com/40818.html
0.726 -- although ... i am sure id lose some weight .  -- drained -- http://americanmodel.livejournal.com/17489.html
0.725 -- i have realized my own mortality and now understand the weight of my decisions .  -- optimistic -- http://marilynxmonroe.livejournal.com/6891.html
0.725 -- weight now is i am hoping i lose lbs overnight since i don t think i actually have gained weight , i think it is just undigested food .  -- contemplative -- http://americanmodel.livejournal.com/12192.html
0.725 -- i dropped a one hundred pound weight on my foot in weight training but it s all good .  -- crushed -- http://amira2385.livejournal.com/13549.html
0.725 -- i didnt do much weight because i am only a little boy plus i didnt feel like hurting myself this early into weight lifting !  -- enraged -- http://mynameseugene.livejournal.com/1518.html
0.725 -- : yeah that i need to lose soem frickin weight .  -- bored -- http://marisasimi2k.livejournal.com/2739.html
0.725 -- i always say i m gonna lose weight and get a .  -- contemplative -- http://nessaorbits435.livejournal.com/2041.html
0.724 -- :) i ve been on a low carb diet and was starting to feel like i was really losing weight but the doctor said that was part of my problem .  -- sick -- http://amkidd01.livejournal.com/66207.html
0.724 -- also i get to show off all the weight i ve lost .  -- cheerful -- http://myntcarr.livejournal.com/10735.html
0.724 -- it sounds crazy , and i m not even a big girl , but if i lose all this weight and all the inches that i want to lose , then i ll lose pant sizes .  -- energetic -- http://amkidd01.livejournal.com/40645.html
0.724 -- not til i lose some more weight anyway .  -- crushed -- http://nessabop.livejournal.com/66631.html
0.724 -- i hate you all of you i ve gained weight .  -- aggravated -- http://nirvana4ever03.livejournal.com/42772.html
0.724 -- i feel i gained weight as a way to hide from my problems but i cannot do that anymore .  -- calm -- http://americanlife03.livejournal.com/12162.html
0.724 -- :( so , i lifted some weights and after my workout i decided to weigh myself to see if i gained weight since thanksgiving , but thankfully i didn t .  -- awake -- http://ninja-mistress.livejournal.com/1303.html
0.724 -- i guess my general health and weight was a factor .  -- nervous -- http://neptun-rising.livejournal.com/7014.html
0.724 -- probably like the rest of america , one of my resolutions is to lose weight .  -- okay -- http://ninja-star.livejournal.com/13421.html
0.724 -- and he s lost sooo much weight .  -- groggy -- http://ness-g06.livejournal.com/12587.html
0.723 -- i didnt loose weight , i lost body size my nipples are closer together .  -- mellow -- http://nipper-dawg.livejournal.com/315599.html
0.723 -- well , i m definitely losing weight .  -- lonely -- http://netgecko.livejournal.com/106644.html
0.723 -- the atkins diet changed my life .  -- okay -- http://ame-tordue88.livejournal.com/32944.html
0.722 -- i have to lose weight , i m tired of being huge .  -- chipper -- http://nestea1686.livejournal.com/2512.html
0.722 -- i just might lose my mind .  -- grateful -- http://myownfinder.livejournal.com/160239.html
0.722 -- my goal this summer , to lose weight .  -- cynical -- http://amish122.livejournal.com/717.html
0.722 -- i gained all the weight i lost back , maybe even added a few pounds ... all i know is i have to lose it again and its hard work .  -- cold -- http://mylonelysoul.livejournal.com/48429.html
0.722 -- i lose my ground .  -- confused -- http://mynameis-quotes.livejournal.com/4969.html
0.722 -- i am lossing weight , though .  -- crazy -- http://amethyst369.livejournal.com/4032.html
0.721 -- i m dependent on my weight for my source of ki , the more that i lose it , the more vulnerable that i ll become .  -- energetic -- http://neritheka.livejournal.com/3056.html
0.721 -- i m sorry that i was a weight on your soul .  -- numb -- http://mynailsareblack.livejournal.com/15530.html
0.721 -- and on top of all of that , i ve lost pounds , and i m still loosing weight , and getting to a healthy level .  -- loved -- http://amethystwings.livejournal.com/90213.html
0.720 -- i m loosing the fat on my belly , and i m toning my muscles so i can look all big and buff .  -- contemplative -- http://mymusic4jc.livejournal.com/1066.html
0.720 -- now i want to bring my weight back up only in muscle .  -- drunk -- http://americanromeo.livejournal.com/9189.html
0.720 -- i plan not to gain any more weight why do we keep talking about my weight ?  -- sleepy -- http://my-london-sun.livejournal.com/120905.html
0.720 -- that leads me to think that i must have a relatively healthy body weight shape , so why would i kill myself wanting to lose any more weight ?  -- contemplative -- http://marimbachica.livejournal.com/49228.html
0.720 -- before , it was to lose of my starting weight .  -- excited -- http://ningal61.livejournal.com/3711.html
0.720 -- i need to get more motivated so i stick to my diet .  -- good -- http://markis97.livejournal.com/11319.html
0.719 -- weight is something you lose .  -- bitchy -- http://ninjakitten.livejournal.com/332339.html
0.719 -- of course , the cliche ... lose weight ... i could do it , with joey .  -- awake -- http://ame-tordue88.livejournal.com/24814.html
0.719 -- i remember my pain and lost and i lose control .  -- depressed -- http://mark-directly.livejournal.com/42114.html
0.718 -- no medication seems to be working ... i guess i need to lose some weight .  -- blah -- http://mymisery.livejournal.com/53266.html
0.718 -- my doctor told me that i shouldn t gain anymore weight .  -- thirsty -- http://nintendo-star87.livejournal.com/30131.html
0.718 -- my weight x .  -- confused -- http://ninjas-rule.livejournal.com/13333.html
0.718 -- i am on a diet in hope this will fix it but i dont think it has to do with my weight .  -- listless -- http://ninney-doodle.livejournal.com/34536.html
0.718 -- i will not tell you my weight until i start my new plan on mon .  -- sad -- http://americanmodel.livejournal.com/24606.html
0.717 -- i ve lost pounds , i feel really good about my self because i feel pretty i miss being tiny , i didn t even to mean to lose weight , at least thats what i like to tell my self .  -- numb -- http://my-love-is-dead.livejournal.com/9811.html
0.717 -- i m just really focused on losing weight .  -- restless -- http://amerikana23.livejournal.com/3046.html
0.717 -- ma says i look skinnier and now she s all worried i m loosing weight .  -- loved -- http://nirvana4ever03.livejournal.com/34587.html
0.717 -- seussical s done , and i feel like i lost a light in my life .  -- depressed -- http://amethyst-angel.livejournal.com/117965.html
0.717 -- i think i get more out of my long walks with stilts , though i will miss the weight training .  -- awake -- http://nin-wife.livejournal.com/47644.html
0.717 -- i need to exercise and lose the weight i gained over spring break .  -- amused -- http://mariposablanca.livejournal.com/56272.html
0.717 -- i had gained a bit of weight during my depression ... i seriously started eating normal amounts now times a day and excercising constantly and my weight has gone down .  -- cheerful -- http://amiracle.livejournal.com/10852.html
0.716 -- i feels like i have had a great weight taken off my shoulders .  -- happy -- http://nerwen-calaelen.livejournal.com/39855.html
0.716 -- im losing weight and i just got a job !  -- accomplished -- http://marish143.livejournal.com/27926.html
0.716 -- i refuse to regain the weight i lost over this winter .  -- drained -- http://markis97.livejournal.com/6913.html
0.716 -- i have decided that i can no longer back track from down to i have gained the weight and now must get my body back into weight loss mode .  -- annoyed -- http://americanmodel.livejournal.com/35565.html
0.716 -- so then i set her to the weight i think i want to be .  -- ditzy -- http://ninjakitten.livejournal.com/34576.html
0.716 -- i ve been losing weight .  -- drunk -- http://marisbiss.livejournal.com/19746.html
0.716 -- i hope i ve lost at least a little weight due to track ... my body clothes don t agree with me though t_t ; i needsta find a scale ... !  -- dirty -- http://nerdfacepirate.livejournal.com/13765.html
0.716 -- i am slightly overweight , and i m not saying i m completely obese or , i do need to lose weight .  -- aggravated -- http://my-mercy.livejournal.com/7570.html
0.716 -- : i could stand to lose another persons weight from my body , sometimes i feel sexy , but most of the time meh i don t really care .  -- accomplished -- http://neros-bane.livejournal.com/118399.html
0.715 -- or my studded maryjanes are you scared of growing up to be a fat old lady , gaining weight , not losing weight , not ending up where i want to for college , losing matt , sharks .  -- apathetic -- http://nin-vixen.livejournal.com/81308.html
0.715 -- i ve lost some weight , but not enough damnit .  -- bouncy -- http://amindlikedice.livejournal.com/5819.html
0.715 -- i still can t believe i put my weight in here .  -- jubilant -- http://ningal61.livejournal.com/2521.html
0.715 -- not only do i have color in me , but also my eyes aren t as baggy , i actually look healthy , i gained weight , i have tone in nearly every single muscle in my body , people have noticed a change in me , and everytime someone mentions seth my eyes light up .  -- jealous -- http://mynocturne.livejournal.com/27553.html
0.715 -- i m disappointed in my weight gain this week .  -- cold -- http://marisapw.livejournal.com/4759.html
0.715 -- i worry i throw my weight around ... thanks nora , for everything lately .  -- sad -- http://mynoseispretty.livejournal.com/4230.html
0.715 -- ya ... i think that i m losing weight .  -- crappy -- http://mark-wood.livejournal.com/17644.html
0.715 -- you lost alot of weight too he was looking at my new myspace pics .  -- groggy -- http://ninjaemotime.livejournal.com/15153.html
0.715 -- on the other hand , i ve kind of gotten used to my dysfunctional eating habits and i am not looking forward to new medications with new side effects one of which is probably going to be gaining back all the weight i ve lost .  -- sick -- http://myntcarr.livejournal.com/12315.html
0.715 -- so now i am thinking to myself , oh god ... do i need to lose weight ?  -- sore -- http://amliebsten.livejournal.com/7381.html
0.714 -- i redesigned my live journal ... check it out !  -- frustrated -- http://my-livi-world.livejournal.com/19731.html
0.714 -- i want to look and feel healthy at this weight .  -- hopeful -- http://americanmodel.livejournal.com/32498.html
0.714 -- but i can t lose too much weight cause my mom will get suspisious .  -- exanimate -- http://americanmodel.livejournal.com/7545.html
0.714 -- if i do not eat i am going to lose weight , and i am going to feel fat .  -- blah -- http://mariposa19.livejournal.com/8297.html
0.714 -- i have been using my yo leather to judge my weight .  -- calm -- http://nipper-dawg.livejournal.com/721177.html
0.714 -- i seem to be eating way , way under the amount i supposedly need to eat to maintain my weight .  -- hopeful -- http://ninjakitten.livejournal.com/314571.html
0.714 -- i am lbs over my max weight ... may over my ultimate goal .  -- content -- http://marinegagnonsf.livejournal.com/26432.html
0.714 -- i try my best to maintain a decent diet though i would really like to get pack abs .  -- contemplative -- http://ninja-mistress.livejournal.com/15845.html
0.713 -- i think i ve gained weight .  -- bored -- http://nerdykitten07.livejournal.com/1753.html
0.713 -- but i figure if i stop overeating , i can probably lose a few pounds ... and stop snacking as much ... lower my drinking ... with my sudden desires to do crunches a night and walk the track exercise indoors times a week , i think i m a success story in the works .  -- accomplished -- http://neptune2208.livejournal.com/82701.html
0.713 -- i m proud of him and all the weight he lost .  -- happy -- http://myownpaperdoll.livejournal.com/11882.html
0.713 -- com diet tc healthy weight what is a healthy weight &gt; weight , don t go by the ounces listed on the can that s liquid weight .  -- bored -- http://amethystgirl350.livejournal.com/182829.html
0.713 -- we weight for appts we weight for our friends we weight to die ... lol okai enough bout me going on about nonsense stuff .  -- cheerful -- http://marish143.livejournal.com/10171.html
0.713 -- and i breathe easier knowing i have lifted a huge weight off my shoulders .  -- indescribable -- http://nintendork.livejournal.com/84960.html
0.713 -- well i decided i am going to get rid of this extra weight i have .  -- blah -- http://markyboie.livejournal.com/5752.html
0.712 -- oh that reminds me i m starting to put on a little weight so i ve decided to go on a beer diet .  -- content -- http://mynamegoeshere.livejournal.com/2778.html
0.712 -- weight : weight yesterday : somehow i always manage to gain a lb .  -- silly -- http://americanmodel.livejournal.com/18706.html
0.712 -- so i m going to get really fat and lose my hair and look more gimpy than normal , walking into a physical therapy place with my fatness and my baldness .  -- annoyed -- http://marika-kailaya.livejournal.com/505732.html
0.712 -- : i used to love peps , but now i m into diet coke , because of my diet .  -- bored -- http://nerdmeist.livejournal.com/9153.html
0.712 -- i don t want you guys who read this to think that i am obsessed with my weight and that i have an eating disorder .  -- complacent -- http://marlesquent.livejournal.com/17008.html
0.711 -- but i don t mean i have to weigh , i just want to feel thinner and again , i know my inches , regardless the weight .  -- jubilant -- http://neptun-rising.livejournal.com/5356.html
0.711 -- i m just constantly worrying about losing weight so i can fit into my clothes again or just getting a job .  -- restless -- http://amerikana23.livejournal.com/3046.html
0.711 -- so i started my diet yesterday .  -- energetic -- http://amkidd01.livejournal.com/4998.html
0.711 -- day one of diet ok i weigh my plan is to loose pounds .  -- confused -- http://marilynxmonroe.livejournal.com/37842.html
0.711 -- that said , i m trying to lose some weight and take better care of myself .  -- determined -- http://amethyst42.livejournal.com/15332.html
0.711 -- plus maybe it ll lose me some more weight !  -- amused -- http://neros-bane.livejournal.com/24230.html
0.711 -- i m losing weight .  -- tired -- http://myownfinder.livejournal.com/177588.html
0.711 -- i ve realized that i ll never lose weight here , because i eat pudding three times a day .  -- tired -- http://marlewen.livejournal.com/2086.html
0.711 -- and even though i hate that none of my clothes fit , i m getting used to my new body and i like being thinner .  -- sick -- http://myntcarr.livejournal.com/12315.html
0.711 -- i hate their weight room !  -- crappy -- http://markuspyronis.livejournal.com/13154.html
0.711 -- i want to be able to be proud of my weight .  -- disappointed -- http://amicrazyrsmthin.livejournal.com/2178.html
0.710 -- i feel so fat , i need to loose weight , and loose my chub .  -- depressed -- http://maripandagirl.livejournal.com/11461.html
0.710 -- i lost quite a bit of weight since i was with him and , i know it s mean , but i just wanna flaunt my stuff , you know ?  -- sleepy -- http://amethyst82.livejournal.com/31516.html
0.710 -- this means that if i get to my target weight which is lbs , then i ll be able to wear a size !  -- chipper -- http://neros-bane.livejournal.com/101909.html
0.710 -- maybe she lost weight for health reasons or something but i really think she s hot chunky .  -- drunk -- http://amessatmybest.livejournal.com/56061.html
0.710 -- it makes me feel like i am worthless and not pulling my own weight .  -- depressed -- http://amerikankitten.livejournal.com/11080.html
0.710 -- for one thing , i won t actually allow my body to feel good i deprive myself of sleep mostly , warmth , proper nutritional intake just as a normal part of life .  -- okay -- http://ninjabaggins.livejournal.com/97665.html
0.710 -- no wonder i am losing weight .  -- peaceful -- http://ammichaels.livejournal.com/41426.html
0.709 -- i mean , i have lots of stuff to wear it s just that all my jeans are too loose since i lost weight and i need more separates .  -- excited -- http://ammichaels.livejournal.com/37190.html
0.709 -- i can feel the weight of her hand , her warmth , and i open my eyes to remind myself i m only dreaming ... ... it s simple .  -- contemplative -- http://amessatmybest.livejournal.com/849.html
0.709 -- i know i ve gained weight .  -- lethargic -- http://amethystgoddess.livejournal.com/202422.html
0.709 -- , and considering i ve lost a bit of weight , a decided to try them on .  -- amused -- http://aminosays.livejournal.com/64342.html
0.708 -- anyway , i don t feel much like rambling on about my weight .  -- annoyed -- http://myownelysium.livejournal.com/42755.html
0.708 -- christine may have gained weight , but she can lose weight .  -- amused -- http://mymindkillsme.livejournal.com/112023.html
0.707 -- ps : if you re on my friends list , i m posting on my weight loss filter again .  -- cheerful -- http://nepthytis.livejournal.com/326820.html
0.707 -- i think i ll also inform my doctor that i do have issues about weight gain during this pregnancy and that i don t want to gain too much .  -- cheerful -- http://amerikankitten.livejournal.com/13123.html
0.707 -- i knew he was fine ... ... then why do i feel like i ve just run k carrying a stone weight on my shoulders ?  -- tired -- http://marked-seeker.livejournal.com/6817.html
0.707 -- i think it s the fact that i eat really bad food at the commons that i don t want to gain all the weight i lost back .  -- okay -- http://nin-veleth.livejournal.com/119191.html
0.707 -- i mean i joined a gym and i have improved my eating habbits .  -- cranky -- http://netterz1226.livejournal.com/54214.html
0.707 -- he s lost weight , did you know that ?  -- aggravated -- http://marked-seeker.livejournal.com/40764.html
0.707 -- i m frustrated : while i ve lost enough weight that my new bra doesn t fit right loose on top back i have not lost enough , so that the size tights i got are tight around my thighs .  -- enraged -- http://neugotik.livejournal.com/205477.html
0.707 -- but sooner or later i lost the weight ... the ulcers went away and i was bakc to my clear skin ... i just started to think that one pimple wasnt going to last a lifetime ... and the ulcer would keep eating and maybe lose some weight ... i really think that it s good to get all this out becuase when writting all this down i ve learned more and more abotu myself nad changed my perspective of life .  -- contemplative -- http://nethinbaordnary.livejournal.com/14423.html
0.706 -- i have a small build small bones im not built for all this weight an i think that once i get down to a more comfortable weight i ll be able to be a little more comfortable with everything else .  -- creative -- http://amidnightdream.livejournal.com/69840.html
0.706 -- wow look how much fucking weight i lost !  -- rushed -- http://mynewsacrament.livejournal.com/20598.html
0.706 -- i m gaining weight steadily and i m losing my hair even faster .  -- confused -- http://niquesrx.livejournal.com/964.html
0.706 -- i m loosing weight , steadily and in a healthy way .  -- chipper -- http://amethystwings.livejournal.com/86251.html
0.706 -- i want to work out and still get toned , but i know i am not meant to lose weight at the moment .  -- cheerful -- http://amerikankitten.livejournal.com/13123.html
0.706 -- for fuck s sake , ever since i turned i feel like i have to work twice as hard to maintain my weight .  -- lazy -- http://ninja-mistress.livejournal.com/43861.html
0.706 -- and i bought them a size larger than i am just in case i gain more weight .  -- awake -- http://amesha-spentas.livejournal.com/237558.html
0.706 -- my allergies , my anxiety , my weight issues , my bronchitis ... i truly think my mom would be happier down there .  -- weird -- http://nessabop.livejournal.com/48526.html
0.706 -- weight loss is going good i think .  -- content -- http://markurock.livejournal.com/79354.html
0.706 -- asked me if i gained weight .  -- frustrated -- http://myluckyboxers.livejournal.com/30686.html
0.706 -- my heart s sinking like a weight i can feel you breathing it s keeping me awake could you stop my heart ?  -- indescribable -- http://nerdoftherings7.livejournal.com/37270.html
0.706 -- he s losing so much weight .  -- sad -- http://nessie213.livejournal.com/88328.html
0.705 -- that is seriuosly a weight off my mind .  -- discontent -- http://markisgod1.livejournal.com/15922.html
0.705 -- my mama said there s much weight you will lift .  -- busy -- http://marilene.livejournal.com/97650.html
0.705 -- suffice it to say , i now need to lose weight .  -- cheerful -- http://marisacoulter.livejournal.com/64893.html
0.705 -- but i m working on it , and really , it s not the weight i want to lose but the inches .  -- happy -- http://amethystwings.livejournal.com/102962.html
0.705 -- i must gain some weight .  -- worried -- http://neritheka.livejournal.com/73026.html
0.705 -- not that i ve lost noticable weight , but it makes me feel a bit better .  -- weird -- http://nerdypunkkid.livejournal.com/46489.html
0.705 -- on my spring break agenda : jacksonville getting black , er , tan old friends lots of fun definitely not losing any weight spending time with thiago i m gonna miss thiago and baby myla our new , she s adorable , but i m stoked .  -- excited -- http://myneck-myback.livejournal.com/20119.html
0.705 -- so i ve been on this diet ... i hope its working and my mom and i went to the gym this morning .  -- determined -- http://mylonelysoul.livejournal.com/34248.html
0.705 -- but i have resumed my anorexic lifestyle , diet rockstar , coffee , diet coke and veggies are my daily diet .  -- crushed -- http://americanmodel.livejournal.com/6906.html
0.705 -- : ish your weight ?  -- content -- http://ninja-chick2147483644.livejournal.com/13217.html
0.704 -- lindsey says i am losing a lot of weight , but i think she is a little loopy .  -- grumpy -- http://marine4jesus.livejournal.com/2972.html
0.704 -- my diet is working i hope ... lol .  -- worried -- http://amesdapixie.livejournal.com/5042.html
0.704 -- and i ate a chocolate bar to make myself feel better , and now i feel shitty cause i failed in my diet .  -- distressed -- http://nirvananvrmind8.livejournal.com/6819.html
0.704 -- have you gained weight since then : nah , i m about the same weight what did you do after graduation ?  -- okay -- http://marisca4.livejournal.com/47036.html
0.704 -- and i have cinnamon rolls i want to make , but they re incompatible with the lose weight plan , really .  -- sleepy -- http://ninjakitten.livejournal.com/8519.html
0.704 -- i m tired of her not accepting myself and my lifestyle .  -- lethargic -- http://amessatmybest.livejournal.com/3818.html
